file_id,split,transcript,corpus,match_ratio,template
clip_01396,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_01018,train,dont forget to check it,CREMA-D,0.7442,dont forget a jacket
clip_10647,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00437,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_08587,test,dont forget to check it,CREMA-D,0.7442,dont forget a jacket
clip_01302,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_09219,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00074,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02512,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_01371,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_02532,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_05783,train,dont forget to check it,CREMA-D,0.7442,dont forget a jacket
clip_03857,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_02676,test,its about a clock,CREMA-D,0.6667,its 11 oclock
clip_05628,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_04776,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05093,train,say the word perch,TESS,1.0,say the word
clip_05623,train,say the word pike,TESS,1.0,say the word
clip_08936,train,say the word whole,TESS,1.0,say the word
clip_03851,train,say the word road,TESS,1.0,say the word
clip_02851,train,say the word bath,TESS,1.0,say the word
clip_00237,train,say the word wag,TESS,1.0,say the word
clip_00186,train,say the word note,TESS,1.0,say the word
clip_06942,train,say the word such,TESS,1.0,say the word
clip_00974,train,say the word life,TESS,1.0,say the word
clip_04503,train,say the word hall,TESS,1.0,say the word
clip_00223,train,say the word late,TESS,1.0,say the word
clip_08806,train,say the word mob,TESS,1.0,say the word
clip_10774,train,say the word more,TESS,1.0,say the word
clip_05863,train,say the word dull,TESS,1.0,say the word
clip_04793,train,say the word sheep,TESS,1.0,say the word
clip_01862,train,say the word lose,TESS,1.0,say the word
clip_05793,train,say the word dime,TESS,1.0,say the word
clip_05639,train,say the word keep,TESS,1.0,say the word
clip_00690,train,say the word take,TESS,1.0,say the word
clip_08526,train,say the word higher,TESS,1.0,say the word
clip_01292,train,say the word need,TESS,1.0,say the word
clip_07941,train,say the word wife,TESS,1.0,say the word
clip_08649,train,say the word get,TESS,1.0,say the word
clip_05872,train,say the word shall,TESS,1.0,say the word
clip_02389,train,say the words hope,TESS,1.0,say the word
clip_09532,train,say the word loaf,TESS,1.0,say the word
clip_03322,train,say the word perch,TESS,1.0,say the word
clip_04448,train,say the word fine,TESS,1.0,say the word
clip_01360,train,say the word raid,TESS,1.0,say the word
clip_00531,train,say the word gun,TESS,1.0,say the word
clip_04483,train,say the word least,TESS,1.0,say the word
clip_06772,train,say the word mood,TESS,1.0,say the word
clip_08886,train,say the word cheat,TESS,1.0,say the word
clip_06118,train,say the word fine,TESS,1.0,say the word
clip_04701,train,say the word chat,TESS,1.0,say the word
clip_09882,train,say the word gays,TESS,1.0,say the word
clip_04753,train,say the word tape,TESS,1.0,say the word
clip_06279,train,say the word merch,TESS,1.0,say the word
clip_06130,train,say the word match,TESS,1.0,say the word
clip_04557,train,say the word burn,TESS,1.0,say the word
clip_05757,train,say the word chair,TESS,1.0,say the word
clip_06225,train,say the word gap,TESS,1.0,say the word
clip_09267,train,say the word bar,TESS,1.0,say the word
clip_05762,train,say the word red,TESS,1.0,say the word
clip_10587,train,say the word gays,TESS,1.0,say the word
clip_08141,train,say the word dog,TESS,1.0,say the word
clip_10369,train,say the word cell,TESS,1.0,say the word
clip_02702,train,say the word boat,TESS,1.0,say the word
clip_09458,train,say the word page,TESS,1.0,say the word
clip_07642,train,say the word tip,TESS,1.0,say the word
clip_03996,train,say the word weak,TESS,1.0,say the word
clip_04148,train,say the word tool,TESS,1.0,say the word
clip_00536,train,say the word cause,TESS,1.0,say the word
clip_02050,train,say the word talk,TESS,1.0,say the word
clip_05308,train,say the word mess,TESS,1.0,say the word
clip_03255,train,say the word half,TESS,1.0,say the word
clip_06326,train,say the word hash,TESS,1.0,say the word
clip_07772,train,say the word cause,TESS,1.0,say the word
clip_07219,train,say the word so,TESS,1.0,say the word
clip_00331,train,say the word search,TESS,1.0,say the word
clip_09064,train,say the word guess,TESS,1.0,say the word
clip_04741,train,say the word numb,TESS,1.0,say the word
clip_00785,train,say the word learn,TESS,1.0,say the word
clip_06463,train,say the word ring,TESS,1.0,say the word
clip_08146,train,say the word gun,TESS,1.0,say the word
clip_04790,train,say the word thumb,TESS,1.0,say the word
clip_05983,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_03961,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06883,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06697,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04548,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_00459,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00853,train,11 oclock,CREMA-D,0.8182,its 11 oclock
clip_00346,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_02276,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00244,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_02992,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00248,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06184,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05974,train,on my way to the meeting,CREMA-D,0.9412,im on my way to the meeting
clip_07991,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_05370,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02739,train,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_02710,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_10760,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_04348,test,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_10301,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04737,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02894,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04442,test,the surface is slick,CREMA-D,1.0,the surface is slick
clip_09796,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_10280,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08234,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_03714,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09054,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_01863,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05254,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07174,train,say the word mess,TESS,1.0,say the word
clip_04115,train,say the word lore,TESS,1.0,say the word
clip_08344,train,say the word fail,TESS,1.0,say the word
clip_02994,train,say the word jin,TESS,1.0,say the word
clip_07413,train,say the word good,TESS,1.0,say the word
clip_05012,train,say the word war,TESS,1.0,say the word
clip_03840,train,say the word wife,TESS,1.0,say the word
clip_05582,train,say the word wire,TESS,1.0,say the word
clip_03085,train,say the word witch,TESS,1.0,say the word
clip_01685,train,say the word should,TESS,1.0,say the word
clip_08369,train,say the word kite,TESS,1.0,say the word
clip_04602,train,say the word reach,TESS,1.0,say the word
clip_10520,train,say the word come,TESS,1.0,say the word
clip_02393,train,say the word being,TESS,1.0,say the word
clip_01452,train,say the word tell,TESS,1.0,say the word
clip_04812,train,say the word cheek,TESS,1.0,say the word
clip_07779,train,say the word loaf,TESS,1.0,say the word
clip_04271,train,say the words so,TESS,1.0,say the word
clip_02674,train,say the word fine,TESS,1.0,say the word
clip_01229,train,say the word which,TESS,1.0,say the word
clip_06928,train,say the word king,TESS,1.0,say the word
clip_02453,train,say the word such,TESS,1.0,say the word
clip_01834,train,say the word nag,TESS,1.0,say the word
clip_03859,train,say the word tip,TESS,1.0,say the word
clip_03933,train,say the word bot,TESS,1.0,say the word
clip_04913,train,say the word reg,TESS,1.0,say the word
clip_06475,train,say the word nice,TESS,1.0,say the word
clip_00903,train,say the word tell,TESS,1.0,say the word
clip_06617,train,say the word rain,TESS,1.0,say the word
clip_00890,train,say the word rough,TESS,1.0,say the word
clip_05416,train,say the word void,TESS,1.0,say the word
clip_01805,train,say the word dip,TESS,1.0,say the word
clip_00422,train,say the word paul,TESS,1.0,say the word
clip_09305,train,say the word vote,TESS,1.0,say the word
clip_05084,train,say the word sour,TESS,1.0,say the word
clip_10768,train,say the word long,TESS,1.0,say the word
clip_10605,train,say the word judge,TESS,1.0,say the word
clip_07702,train,say the word lid,TESS,1.0,say the word
clip_03342,train,say the word back,TESS,1.0,say the word
clip_03535,train,say the word,TESS,1.0,say the word
clip_08521,train,say the word read,TESS,1.0,say the word
clip_00443,train,say the word dog,TESS,1.0,say the word
clip_04221,train,say the word tough,TESS,1.0,say the word
clip_05734,train,say the word jail,TESS,1.0,say the word
clip_00992,train,say the word rot,TESS,1.0,say the word
clip_05015,train,say the word chief,TESS,1.0,say the word
clip_00340,train,say the word cease,TESS,1.0,say the word
clip_08866,train,say the word when,TESS,1.0,say the word
clip_05607,train,say the word book,TESS,1.0,say the word
clip_10096,train,say the word kill,TESS,1.0,say the word
clip_08823,train,its a load of clock,CREMA-D,0.6875,its 11 oclock
clip_01586,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_01610,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_08503,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06768,test,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_01398,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09672,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04099,train,say the word chief,TESS,1.0,say the word
clip_05359,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_00582,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02662,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_03700,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_09075,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_03044,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_00646,test,surround my clock,UNKNOWN,0.4681,i would like a new alarm clock
clip_06889,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_03771,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00796,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08986,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_02017,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_06893,train,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_08940,train,im on our way to the meeting,CREMA-D,0.9091,im on my way to the meeting
clip_06377,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02362,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02348,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04568,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04565,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_07981,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09293,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_03113,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_10044,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07358,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_09566,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01160,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_05862,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_06557,train,11 oclock,CREMA-D,0.8182,its 11 oclock
clip_00236,train,dont forget a junket,CREMA-D,0.9,dont forget a jacket
clip_03370,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_07859,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08747,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_01059,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_08651,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01855,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_00525,train,and what about this is about,CREMA-D,0.7636,i wonder what this is about
clip_07039,test,its along the clock,UNKNOWN,0.625,its 11 oclock
clip_08207,train,say the word shirt,TESS,1.0,say the word
clip_06380,train,say the word reach,TESS,1.0,say the word
clip_01006,train,say the word pain,TESS,1.0,say the word
clip_06936,train,say the word ripe,TESS,1.0,say the word
clip_06851,train,say the words south,TESS,1.0,say the word
clip_08773,train,say the words sour,TESS,1.0,say the word
clip_06178,train,say the word size,TESS,1.0,say the word
clip_06368,train,say the word germ,TESS,1.0,say the word
clip_07387,train,say the word go,TESS,1.0,say the word
clip_04410,train,say the word bite,TESS,1.0,say the word
clip_00405,train,say the word white,TESS,1.0,say the word
clip_01470,train,say the word page,TESS,1.0,say the word
clip_09950,train,say the word youth,TESS,1.0,say the word
clip_03249,train,say the word rose,TESS,1.0,say the word
clip_04198,train,say the word chat,TESS,1.0,say the word
clip_10805,train,say the word room,TESS,1.0,say the word
clip_02116,train,say the word rot,TESS,1.0,say the word
clip_06043,train,say the word dime,TESS,1.0,say the word
clip_00290,train,say the word tape,TESS,1.0,say the word
clip_07983,train,say the word read,TESS,1.0,say the word
clip_00539,train,say the word sure,TESS,1.0,say the word
clip_06139,train,say the word pad,TESS,1.0,say the word
clip_02467,train,say the word gap,TESS,1.0,say the word
clip_09266,train,say the word puff,TESS,1.0,say the word
clip_06546,train,say the word youth,TESS,1.0,say the word
clip_04381,train,say the word weak,TESS,1.0,say the word
clip_06746,train,say the word mode,TESS,1.0,say the word
clip_02970,train,say the word lid,TESS,1.0,say the word
clip_03499,train,say the word seize,TESS,1.0,say the word
clip_08892,train,say the word food,TESS,1.0,say the word
clip_03038,train,say the word yearn,TESS,1.0,say the word
clip_05707,train,say the word half,TESS,1.0,say the word
clip_05352,train,say the word size,TESS,1.0,say the word
clip_00730,train,say the word home,TESS,1.0,say the word
clip_10764,train,say the word chair,TESS,1.0,say the word
clip_07753,train,say the word tool,TESS,1.0,say the word
clip_06941,train,and am all my way to the meeting,CREMA-D,0.8136,im on my way to the meeting
clip_02863,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_00136,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_06188,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_04894,train,dont forget it jackie,CREMA-D,0.878,dont forget a jacket
clip_06646,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04717,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_07840,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07034,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05857,train,i would like a new alarm block,CREMA-D,0.9667,i would like a new alarm clock
clip_10109,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
