file_id,pseudo_speaker,cluster_size,corpus_guess
clip_00846,spk_026,1537,TESS
clip_00847,spk_060,214,CREMA-D
clip_00849,spk_055,125,CREMA-D
clip_00850,spk_025,1495,TESS
clip_00851,spk_028,472,CREMA-D
clip_00852,spk_029,272,CREMA-D
clip_00853,spk_058,1,RAVDESS
clip_00854,spk_004,29,RAVDESS
clip_00855,spk_026,1537,TESS
clip_00858,spk_022,48,RAVDESS
clip_00859,spk_094,457,CREMA-D
clip_00860,spk_010,176,CREMA-D
clip_00861,spk_018,1197,TESS
clip_00862,spk_001,218,CREMA-D
clip_00863,spk_026,1537,TESS
clip_00864,spk_029,272,CREMA-D
clip_00866,spk_026,1537,TESS
clip_00867,spk_022,48,RAVDESS
clip_00868,spk_026,1537,TESS
clip_00869,spk_018,1197,TESS
clip_00870,spk_078,101,CREMA-D
clip_00871,spk_028,472,CREMA-D
clip_00872,spk_025,1495,TESS
clip_00873,spk_007,79,CREMA-D
clip_00874,spk_026,1537,TESS
clip_00875,spk_004,29,RAVDESS
clip_00876,spk_010,176,CREMA-D
clip_00877,spk_025,1495,TESS
clip_00878,spk_007,79,CREMA-D
clip_00879,spk_019,11,RAVDESS
clip_00880,spk_043,256,CREMA-D
clip_00881,spk_014,23,RAVDESS
clip_00882,spk_018,1197,TESS
clip_00883,spk_026,1537,TESS
clip_00884,spk_026,1537,TESS
clip_00885,spk_045,60,RAVDESS
clip_00886,spk_029,272,CREMA-D
clip_00887,spk_018,1197,TESS
clip_00888,spk_055,125,CREMA-D
clip_00889,spk_018,1197,TESS
clip_00890,spk_018,1197,TESS
clip_00891,spk_026,1537,TESS
clip_00892,spk_026,1537,TESS
clip_00893,spk_026,1537,TESS
clip_00895,spk_033,32,RAVDESS
clip_00896,spk_018,1197,TESS
clip_00897,spk_025,1495,TESS
clip_00898,spk_025,1495,TESS
clip_00899,spk_026,1537,TESS
clip_00900,spk_025,1495,TESS
clip_00901,spk_026,1537,TESS
clip_00903,spk_094,457,CREMA-D
clip_00904,spk_006,58,RAVDESS
clip_00905,spk_018,1197,TESS
clip_00906,spk_006,58,RAVDESS
clip_00907,spk_092,5,RAVDESS
clip_00908,spk_024,27,RAVDESS
clip_00909,spk_021,264,CREMA-D
clip_00910,spk_060,214,CREMA-D
clip_00911,spk_038,198,CREMA-D
clip_00912,spk_057,16,RAVDESS
clip_00913,spk_026,1537,TESS
clip_00914,spk_038,198,CREMA-D
clip_00915,spk_011,96,CREMA-D
clip_00916,spk_015,388,CREMA-D
clip_00917,spk_015,388,CREMA-D
clip_00918,spk_049,23,RAVDESS
clip_00919,spk_026,1537,TESS
clip_00920,spk_002,173,CREMA-D
clip_00921,spk_025,1495,TESS
clip_00922,spk_010,176,CREMA-D
clip_00923,spk_088,186,CREMA-D
clip_00924,spk_018,1197,TESS
clip_00925,spk_001,218,CREMA-D
clip_00926,spk_025,1495,TESS
clip_00927,spk_025,1495,TESS
clip_00928,spk_078,101,CREMA-D
clip_00929,spk_033,32,RAVDESS
clip_00930,spk_015,388,CREMA-D
clip_00931,spk_018,1197,TESS
clip_00932,spk_025,1495,TESS
clip_00933,spk_026,1537,TESS
clip_00934,spk_002,173,CREMA-D
clip_00936,spk_028,472,CREMA-D
clip_00937,spk_060,214,CREMA-D
clip_00939,spk_080,38,RAVDESS
clip_00940,spk_094,457,CREMA-D
clip_00941,spk_018,1197,TESS
clip_00944,spk_028,472,CREMA-D
clip_00945,spk_026,1537,TESS
clip_00946,spk_018,1197,TESS
clip_00947,spk_026,1537,TESS
clip_00948,spk_015,388,CREMA-D
clip_00949,spk_078,101,CREMA-D
clip_00950,spk_009,53,RAVDESS
clip_00951,spk_025,1495,TESS
clip_00952,spk_094,457,CREMA-D
clip_00953,spk_015,388,CREMA-D
clip_00954,spk_043,256,CREMA-D
clip_00957,spk_026,1537,TESS
clip_00958,spk_028,472,CREMA-D
clip_00959,spk_018,1197,TESS
clip_00960,spk_025,1495,TESS
clip_00961,spk_055,125,CREMA-D
clip_00962,spk_025,1495,TESS
clip_00964,spk_088,186,CREMA-D
clip_00965,spk_010,176,CREMA-D
clip_00966,spk_001,218,CREMA-D
clip_00967,spk_068,29,RAVDESS
clip_00968,spk_001,218,CREMA-D
clip_00969,spk_001,218,CREMA-D
clip_00970,spk_043,256,CREMA-D
clip_00971,spk_018,1197,TESS
clip_00972,spk_028,472,CREMA-D
clip_00973,spk_017,19,RAVDESS
clip_00974,spk_094,457,CREMA-D
clip_00975,spk_025,1495,TESS
clip_00976,spk_025,1495,TESS
clip_00977,spk_006,58,RAVDESS
clip_00978,spk_010,176,CREMA-D
clip_00979,spk_028,472,CREMA-D
clip_00980,spk_055,125,CREMA-D
clip_00981,spk_002,173,CREMA-D
clip_00982,spk_041,37,RAVDESS
clip_00983,spk_026,1537,TESS
clip_00984,spk_025,1495,TESS
clip_00985,spk_018,1197,TESS
clip_00986,spk_021,264,CREMA-D
clip_00987,spk_094,457,CREMA-D
clip_00988,spk_026,1537,TESS
clip_00989,spk_026,1537,TESS
clip_00991,spk_018,1197,TESS
clip_00992,spk_018,1197,TESS
clip_00993,spk_012,106,CREMA-D
clip_00995,spk_026,1537,TESS
clip_00996,spk_029,272,CREMA-D
clip_00998,spk_026,1537,TESS
clip_00999,spk_025,1495,TESS
clip_01000,spk_088,186,CREMA-D
clip_01001,spk_029,272,CREMA-D
clip_01002,spk_028,472,CREMA-D
clip_01003,spk_025,1495,TESS
clip_01004,spk_018,1197,TESS
clip_01005,spk_025,1495,TESS
clip_01006,spk_018,1197,TESS
clip_01007,spk_027,96,CREMA-D
clip_01008,spk_018,1197,TESS
clip_01010,spk_094,457,CREMA-D
clip_01011,spk_018,1197,TESS
clip_01012,spk_060,214,CREMA-D
clip_01013,spk_028,472,CREMA-D
clip_01015,spk_055,125,CREMA-D
clip_01016,spk_025,1495,TESS
clip_01017,spk_018,1197,TESS
clip_01018,spk_033,32,RAVDESS
clip_01020,spk_025,1495,TESS
clip_01021,spk_025,1495,TESS
clip_01022,spk_025,1495,TESS
clip_01023,spk_088,186,CREMA-D
clip_01024,spk_018,1197,TESS
clip_01026,spk_085,49,RAVDESS
clip_01027,spk_060,214,CREMA-D
clip_01029,spk_018,1197,TESS
clip_01030,spk_015,388,CREMA-D
clip_01031,spk_025,1495,TESS
clip_01032,spk_018,1197,TESS
clip_01033,spk_025,1495,TESS
clip_01034,spk_026,1537,TESS
clip_01035,spk_026,1537,TESS
clip_01036,spk_015,388,CREMA-D
clip_01037,spk_094,457,CREMA-D
clip_01038,spk_021,264,CREMA-D
clip_01039,spk_034,28,RAVDESS
clip_01040,spk_027,96,CREMA-D
clip_01041,spk_026,1537,TESS
clip_01042,spk_025,1495,TESS
clip_01043,spk_025,1495,TESS
clip_01044,spk_025,1495,TESS
clip_01045,spk_028,472,CREMA-D
clip_01046,spk_015,388,CREMA-D
clip_01047,spk_026,1537,TESS
clip_01048,spk_025,1495,TESS
clip_01050,spk_060,214,CREMA-D
clip_01051,spk_018,1197,TESS
clip_01052,spk_015,388,CREMA-D
clip_01053,spk_043,256,CREMA-D
clip_01054,spk_025,1495,TESS
clip_01055,spk_018,1197,TESS
clip_01056,spk_002,173,CREMA-D
clip_01057,spk_026,1537,TESS
clip_01058,spk_025,1495,TESS
clip_01059,spk_020,71,CREMA-D
clip_01060,spk_018,1197,TESS
clip_01062,spk_026,1537,TESS
clip_01063,spk_026,1537,TESS
clip_01064,spk_085,49,RAVDESS
clip_01066,spk_009,53,RAVDESS
clip_01067,spk_018,1197,TESS
clip_01068,spk_025,1495,TESS
clip_01069,spk_022,48,RAVDESS
clip_01070,spk_025,1495,TESS
clip_01071,spk_025,1495,TESS
clip_01073,spk_025,1495,TESS
clip_01078,spk_025,1495,TESS
clip_01080,spk_025,1495,TESS
clip_01081,spk_014,23,RAVDESS
clip_01082,spk_045,60,RAVDESS
clip_01083,spk_026,1537,TESS
clip_01085,spk_026,1537,TESS
clip_01087,spk_026,1537,TESS
clip_01089,spk_018,1197,TESS
clip_01090,spk_088,186,CREMA-D
clip_01091,spk_026,1537,TESS
clip_01092,spk_025,1495,TESS
clip_01093,spk_026,1537,TESS
clip_01094,spk_055,125,CREMA-D
clip_01096,spk_026,1537,TESS
clip_01097,spk_026,1537,TESS
clip_01098,spk_025,1495,TESS
clip_01100,spk_088,186,CREMA-D
clip_01101,spk_018,1197,TESS
clip_01103,spk_002,173,CREMA-D
clip_01104,spk_025,1495,TESS
clip_01105,spk_026,1537,TESS
clip_01106,spk_029,272,CREMA-D
clip_01107,spk_094,457,CREMA-D
clip_01109,spk_025,1495,TESS
clip_01110,spk_009,53,RAVDESS
clip_01111,spk_011,96,CREMA-D
clip_01112,spk_010,176,CREMA-D
clip_01113,spk_026,1537,TESS
clip_01114,spk_026,1537,TESS
clip_01115,spk_020,71,CREMA-D
clip_01116,spk_001,218,CREMA-D
clip_01117,spk_026,1537,TESS
clip_01118,spk_043,256,CREMA-D
clip_01119,spk_026,1537,TESS
clip_01120,spk_001,218,CREMA-D
clip_01121,spk_079,12,RAVDESS
clip_01122,spk_028,472,CREMA-D
clip_01124,spk_021,264,CREMA-D
clip_01125,spk_025,1495,TESS
clip_01126,spk_028,472,CREMA-D
clip_01127,spk_025,1495,TESS
clip_01128,spk_018,1197,TESS
clip_01129,spk_002,173,CREMA-D
clip_01131,spk_028,472,CREMA-D
clip_01132,spk_018,1197,TESS
clip_01133,spk_047,15,RAVDESS
clip_01134,spk_018,1197,TESS
clip_01135,spk_055,125,CREMA-D
clip_01136,spk_026,1537,TESS
clip_01137,spk_067,19,RAVDESS
clip_01138,spk_026,1537,TESS
clip_01139,spk_060,214,CREMA-D
clip_01140,spk_025,1495,TESS
clip_01141,spk_043,256,CREMA-D
clip_01142,spk_020,71,CREMA-D
clip_01144,spk_018,1197,TESS
clip_01145,spk_025,1495,TESS
clip_01146,spk_025,1495,TESS
clip_01147,spk_094,457,CREMA-D
clip_01148,spk_026,1537,TESS
clip_01149,spk_026,1537,TESS
clip_01150,spk_025,1495,TESS
clip_01151,spk_018,1197,TESS
clip_01152,spk_094,457,CREMA-D
clip_01153,spk_015,388,CREMA-D
clip_01155,spk_026,1537,TESS
clip_01156,spk_025,1495,TESS
clip_01157,spk_025,1495,TESS
clip_01158,spk_015,388,CREMA-D
clip_01159,spk_018,1197,TESS
clip_01160,spk_025,1495,TESS
clip_01161,spk_025,1495,TESS
clip_01162,spk_025,1495,TESS
clip_01163,spk_025,1495,TESS
clip_01165,spk_043,256,CREMA-D
clip_01166,spk_027,96,CREMA-D
clip_01167,spk_029,272,CREMA-D
clip_01168,spk_041,37,RAVDESS
clip_01169,spk_026,1537,TESS
clip_01170,spk_028,472,CREMA-D
clip_01172,spk_038,198,CREMA-D
clip_01173,spk_025,1495,TESS
clip_01174,spk_026,1537,TESS
clip_01175,spk_026,1537,TESS
clip_01176,spk_018,1197,TESS
clip_01177,spk_028,472,CREMA-D
clip_01178,spk_020,71,CREMA-D
clip_01180,spk_014,23,RAVDESS
clip_01181,spk_018,1197,TESS
clip_01182,spk_026,1537,TESS
clip_01183,spk_029,272,CREMA-D
clip_01184,spk_033,32,RAVDESS
clip_01185,spk_060,214,CREMA-D
clip_01186,spk_001,218,CREMA-D
clip_01189,spk_026,1537,TESS
clip_01190,spk_020,71,CREMA-D
clip_01191,spk_094,457,CREMA-D
clip_01192,spk_005,33,RAVDESS
clip_01193,spk_025,1495,TESS
clip_01194,spk_026,1537,TESS
clip_01195,spk_026,1537,TESS
clip_01196,spk_060,214,CREMA-D
clip_01197,spk_026,1537,TESS
clip_01199,spk_026,1537,TESS
clip_01200,spk_043,256,CREMA-D
clip_01201,spk_021,264,CREMA-D
clip_01202,spk_018,1197,TESS
clip_01204,spk_018,1197,TESS
clip_01205,spk_088,186,CREMA-D
clip_01206,spk_021,264,CREMA-D
clip_01207,spk_055,125,CREMA-D
clip_01208,spk_094,457,CREMA-D
clip_01209,spk_025,1495,TESS
clip_01210,spk_025,1495,TESS
clip_01211,spk_018,1197,TESS
clip_01212,spk_026,1537,TESS
clip_01213,spk_015,388,CREMA-D
clip_01214,spk_026,1537,TESS
clip_01215,spk_078,101,CREMA-D
clip_01216,spk_043,256,CREMA-D
clip_01217,spk_094,457,CREMA-D
clip_01218,spk_033,32,RAVDESS
clip_01219,spk_045,60,RAVDESS
clip_01220,spk_018,1197,TESS
clip_01221,spk_018,1197,TESS
clip_01222,spk_026,1537,TESS
clip_01223,spk_025,1495,TESS
clip_01224,spk_025,1495,TESS
clip_01225,spk_025,1495,TESS
clip_01226,spk_025,1495,TESS
clip_01227,spk_002,173,CREMA-D
clip_01228,spk_025,1495,TESS
clip_01229,spk_018,1197,TESS
clip_01230,spk_028,472,CREMA-D
clip_01231,spk_040,19,RAVDESS
clip_01232,spk_028,472,CREMA-D
clip_01233,spk_026,1537,TESS
clip_01234,spk_026,1537,TESS
clip_01235,spk_094,457,CREMA-D
clip_01236,spk_026,1537,TESS
clip_01237,spk_026,1537,TESS
clip_01238,spk_026,1537,TESS
clip_01239,spk_028,472,CREMA-D
clip_01240,spk_043,256,CREMA-D
clip_01242,spk_018,1197,TESS
clip_01243,spk_025,1495,TESS
clip_01244,spk_088,186,CREMA-D
clip_01245,spk_001,218,CREMA-D
clip_01246,spk_026,1537,TESS
clip_01247,spk_026,1537,TESS
clip_01248,spk_026,1537,TESS
clip_01249,spk_028,472,CREMA-D
clip_01250,spk_039,34,RAVDESS
clip_01251,spk_028,472,CREMA-D
clip_01252,spk_038,198,CREMA-D
clip_01253,spk_002,173,CREMA-D
clip_01255,spk_019,11,RAVDESS
clip_01256,spk_025,1495,TESS
clip_01257,spk_011,96,CREMA-D
clip_01259,spk_018,1197,TESS
clip_01261,spk_025,1495,TESS
clip_01262,spk_046,14,RAVDESS
clip_01263,spk_027,96,CREMA-D
clip_01264,spk_021,264,CREMA-D
clip_01265,spk_055,125,CREMA-D
clip_01266,spk_025,1495,TESS
clip_01267,spk_015,388,CREMA-D
clip_01269,spk_026,1537,TESS
clip_01270,spk_026,1537,TESS
clip_01272,spk_025,1495,TESS
clip_01274,spk_038,198,CREMA-D
clip_01275,spk_025,1495,TESS
clip_01276,spk_006,58,RAVDESS
clip_01277,spk_068,29,RAVDESS
clip_01279,spk_015,388,CREMA-D
clip_01281,spk_026,1537,TESS
clip_01282,spk_015,388,CREMA-D
clip_01283,spk_002,173,CREMA-D
clip_01286,spk_029,272,CREMA-D
clip_01287,spk_028,472,CREMA-D
clip_01288,spk_026,1537,TESS
clip_01289,spk_012,106,CREMA-D
clip_01290,spk_004,29,RAVDESS
clip_01291,spk_018,1197,TESS
clip_01292,spk_018,1197,TESS
clip_01293,spk_025,1495,TESS
clip_01294,spk_025,1495,TESS
clip_01295,spk_026,1537,TESS
clip_01296,spk_094,457,CREMA-D
clip_01297,spk_018,1197,TESS
clip_01298,spk_018,1197,TESS
clip_01299,spk_026,1537,TESS
clip_01300,spk_018,1197,TESS
clip_01301,spk_029,272,CREMA-D
clip_01302,spk_025,1495,TESS
clip_01303,spk_005,33,RAVDESS
clip_01304,spk_001,218,CREMA-D
clip_01305,spk_028,472,CREMA-D
clip_01306,spk_026,1537,TESS
clip_01307,spk_026,1537,TESS
clip_01309,spk_015,388,CREMA-D
clip_01310,spk_010,176,CREMA-D
clip_01311,spk_001,218,CREMA-D
clip_01312,spk_018,1197,TESS
clip_01313,spk_015,388,CREMA-D
clip_01314,spk_060,214,CREMA-D
clip_01315,spk_010,176,CREMA-D
clip_01316,spk_028,472,CREMA-D
clip_01318,spk_075,20,RAVDESS
clip_01319,spk_018,1197,TESS
clip_01320,spk_033,32,RAVDESS
clip_01321,spk_088,186,CREMA-D
clip_01322,spk_094,457,CREMA-D
clip_01323,spk_018,1197,TESS
clip_01324,spk_094,457,CREMA-D
clip_01325,spk_026,1537,TESS
clip_01326,spk_094,457,CREMA-D
clip_01327,spk_018,1197,TESS
clip_01328,spk_028,472,CREMA-D
clip_01329,spk_094,457,CREMA-D
clip_01330,spk_015,388,CREMA-D
clip_01331,spk_018,1197,TESS
clip_01332,spk_036,5,RAVDESS
clip_01333,spk_026,1537,TESS
clip_01334,spk_009,53,RAVDESS
clip_01335,spk_029,272,CREMA-D
clip_01336,spk_060,214,CREMA-D
clip_01337,spk_021,264,CREMA-D
clip_01338,spk_010,176,CREMA-D
clip_01339,spk_025,1495,TESS
clip_01340,spk_026,1537,TESS
clip_01341,spk_028,472,CREMA-D
clip_01343,spk_026,1537,TESS
clip_01344,spk_078,101,CREMA-D
clip_01345,spk_025,1495,TESS
clip_01346,spk_042,6,RAVDESS
clip_01348,spk_043,256,CREMA-D
clip_01350,spk_016,13,RAVDESS
clip_01352,spk_011,96,CREMA-D
clip_01353,spk_088,186,CREMA-D
clip_01354,spk_025,1495,TESS
clip_01356,spk_026,1537,TESS
clip_01358,spk_026,1537,TESS
clip_01359,spk_018,1197,TESS
clip_01360,spk_094,457,CREMA-D
clip_01362,spk_015,388,CREMA-D
clip_01363,spk_026,1537,TESS
clip_01364,spk_025,1495,TESS
clip_01365,spk_025,1495,TESS
clip_01366,spk_043,256,CREMA-D
clip_01367,spk_022,48,RAVDESS
clip_01368,spk_011,96,CREMA-D
clip_01369,spk_060,214,CREMA-D
clip_01370,spk_026,1537,TESS
clip_01371,spk_028,472,CREMA-D
clip_01373,spk_001,218,CREMA-D
clip_01374,spk_018,1197,TESS
clip_01375,spk_018,1197,TESS
clip_01376,spk_026,1537,TESS
clip_01377,spk_026,1537,TESS
clip_01378,spk_088,186,CREMA-D
clip_01379,spk_021,264,CREMA-D
clip_01380,spk_045,60,RAVDESS
clip_01381,spk_029,272,CREMA-D
clip_01382,spk_018,1197,TESS
clip_01383,spk_025,1495,TESS
clip_01384,spk_025,1495,TESS
clip_01385,spk_026,1537,TESS
clip_01386,spk_094,457,CREMA-D
clip_01387,spk_025,1495,TESS
clip_01389,spk_026,1537,TESS
clip_01390,spk_094,457,CREMA-D
clip_01392,spk_018,1197,TESS
clip_01394,spk_028,472,CREMA-D
clip_01395,spk_018,1197,TESS
clip_01396,spk_025,1495,TESS
clip_01397,spk_026,1537,TESS
clip_01399,spk_011,96,CREMA-D
clip_01400,spk_026,1537,TESS
clip_01401,spk_043,256,CREMA-D
clip_01402,spk_025,1495,TESS
clip_01403,spk_094,457,CREMA-D
clip_01404,spk_025,1495,TESS
clip_01405,spk_094,457,CREMA-D
clip_01406,spk_012,106,CREMA-D
clip_01408,spk_011,96,CREMA-D
clip_01409,spk_026,1537,TESS
clip_01411,spk_026,1537,TESS
clip_01412,spk_018,1197,TESS
clip_01413,spk_028,472,CREMA-D
clip_01414,spk_029,272,CREMA-D
clip_01415,spk_088,186,CREMA-D
clip_01416,spk_025,1495,TESS
clip_01418,spk_024,27,RAVDESS
clip_01419,spk_094,457,CREMA-D
clip_01420,spk_002,173,CREMA-D
clip_01421,spk_028,472,CREMA-D
clip_01422,spk_026,1537,TESS
clip_01423,spk_015,388,CREMA-D
clip_01424,spk_001,218,CREMA-D
clip_01425,spk_060,214,CREMA-D
clip_01427,spk_007,79,CREMA-D
clip_01428,spk_001,218,CREMA-D
clip_01429,spk_002,173,CREMA-D
clip_01430,spk_078,101,CREMA-D
clip_01431,spk_060,214,CREMA-D
clip_01432,spk_078,101,CREMA-D
clip_01433,spk_020,71,CREMA-D
clip_01434,spk_088,186,CREMA-D
clip_01435,spk_026,1537,TESS
clip_01436,spk_021,264,CREMA-D
clip_01437,spk_094,457,CREMA-D
clip_01439,spk_029,272,CREMA-D
clip_01440,spk_026,1537,TESS
clip_01442,spk_088,186,CREMA-D
clip_01443,spk_018,1197,TESS
clip_01444,spk_026,1537,TESS
clip_01445,spk_026,1537,TESS
clip_01446,spk_029,272,CREMA-D
clip_01447,spk_028,472,CREMA-D
clip_01449,spk_012,106,CREMA-D
clip_01450,spk_039,34,RAVDESS
clip_01451,spk_006,58,RAVDESS
clip_01452,spk_018,1197,TESS
clip_01454,spk_025,1495,TESS
clip_01455,spk_012,106,CREMA-D
clip_01456,spk_029,272,CREMA-D
clip_01457,spk_011,96,CREMA-D
clip_01459,spk_024,27,RAVDESS
clip_01460,spk_067,19,RAVDESS
clip_01461,spk_018,1197,TESS
clip_01462,spk_010,176,CREMA-D
clip_01463,spk_025,1495,TESS
clip_01466,spk_018,1197,TESS
clip_01467,spk_026,1537,TESS
clip_01470,spk_094,457,CREMA-D
clip_01471,spk_025,1495,TESS
clip_01472,spk_018,1197,TESS
clip_01474,spk_025,1495,TESS
clip_01475,spk_011,96,CREMA-D
clip_01476,spk_028,472,CREMA-D
clip_01477,spk_094,457,CREMA-D
clip_01478,spk_018,1197,TESS
clip_01479,spk_040,19,RAVDESS
clip_01480,spk_020,71,CREMA-D
clip_01481,spk_006,58,RAVDESS
clip_01482,spk_025,1495,TESS
clip_01483,spk_043,256,CREMA-D
clip_01484,spk_034,28,RAVDESS
clip_01485,spk_026,1537,TESS
clip_01486,spk_015,388,CREMA-D
clip_01487,spk_038,198,CREMA-D
clip_01489,spk_026,1537,TESS
clip_01490,spk_026,1537,TESS
clip_01491,spk_025,1495,TESS
clip_01493,spk_015,388,CREMA-D
clip_01496,spk_006,58,RAVDESS
clip_01497,spk_026,1537,TESS
clip_01499,spk_021,264,CREMA-D
clip_01501,spk_028,472,CREMA-D
clip_01502,spk_056,6,RAVDESS
clip_01503,spk_018,1197,TESS
clip_01504,spk_018,1197,TESS
clip_01505,spk_052,7,RAVDESS
clip_01506,spk_043,256,CREMA-D
clip_01507,spk_045,60,RAVDESS
clip_01508,spk_065,6,RAVDESS
clip_01509,spk_010,176,CREMA-D
clip_01511,spk_036,5,RAVDESS
clip_01512,spk_060,214,CREMA-D
clip_01513,spk_021,264,CREMA-D
clip_01514,spk_039,34,RAVDESS
clip_01515,spk_018,1197,TESS
clip_01516,spk_043,256,CREMA-D
clip_01518,spk_088,186,CREMA-D
clip_01519,spk_094,457,CREMA-D
clip_01520,spk_018,1197,TESS
clip_01521,spk_010,176,CREMA-D
clip_01522,spk_047,15,RAVDESS
clip_01523,spk_025,1495,TESS
clip_01524,spk_094,457,CREMA-D
clip_01525,spk_038,198,CREMA-D
clip_01526,spk_031,9,RAVDESS
clip_01527,spk_038,198,CREMA-D
clip_01528,spk_017,19,RAVDESS
clip_01529,spk_045,60,RAVDESS
clip_01530,spk_007,79,CREMA-D
clip_01531,spk_026,1537,TESS
clip_01532,spk_002,173,CREMA-D
clip_01533,spk_026,1537,TESS
clip_01534,spk_010,176,CREMA-D
clip_01535,spk_028,472,CREMA-D
clip_01536,spk_025,1495,TESS
clip_01537,spk_085,49,RAVDESS
clip_01538,spk_025,1495,TESS
clip_01539,spk_021,264,CREMA-D
clip_01540,spk_025,1495,TESS
clip_01541,spk_001,218,CREMA-D
clip_01542,spk_029,272,CREMA-D
clip_01543,spk_025,1495,TESS
clip_01545,spk_025,1495,TESS
clip_01546,spk_001,218,CREMA-D
clip_01547,spk_026,1537,TESS
clip_01549,spk_025,1495,TESS
clip_01551,spk_025,1495,TESS
clip_01552,spk_026,1537,TESS
clip_01553,spk_018,1197,TESS
clip_01555,spk_026,1537,TESS
clip_01556,spk_026,1537,TESS
clip_01558,spk_020,71,CREMA-D
clip_01559,spk_026,1537,TESS
clip_01560,spk_043,256,CREMA-D
clip_01562,spk_040,19,RAVDESS
clip_01563,spk_025,1495,TESS
clip_01564,spk_025,1495,TESS
clip_01565,spk_001,218,CREMA-D
clip_01566,spk_002,173,CREMA-D
clip_01567,spk_060,214,CREMA-D
clip_01568,spk_025,1495,TESS
clip_01569,spk_021,264,CREMA-D
clip_01570,spk_007,79,CREMA-D
clip_01571,spk_026,1537,TESS
clip_01572,spk_027,96,CREMA-D
clip_01573,spk_088,186,CREMA-D
clip_01574,spk_051,4,RAVDESS
clip_01575,spk_027,96,CREMA-D
clip_01576,spk_029,272,CREMA-D
clip_01577,spk_025,1495,TESS
clip_01578,spk_088,186,CREMA-D
clip_01579,spk_025,1495,TESS
clip_01580,spk_018,1197,TESS
clip_01581,spk_018,1197,TESS
clip_01582,spk_018,1197,TESS
clip_01583,spk_018,1197,TESS
clip_01584,spk_018,1197,TESS
clip_01586,spk_038,198,CREMA-D
clip_01587,spk_018,1197,TESS
clip_01588,spk_026,1537,TESS
clip_01589,spk_025,1495,TESS
clip_01591,spk_018,1197,TESS
clip_01592,spk_038,198,CREMA-D
clip_01593,spk_026,1537,TESS
clip_01594,spk_028,472,CREMA-D
clip_01595,spk_025,1495,TESS
clip_01596,spk_021,264,CREMA-D
clip_01597,spk_015,388,CREMA-D
clip_01598,spk_088,186,CREMA-D
clip_01599,spk_018,1197,TESS
clip_01600,spk_024,27,RAVDESS
clip_01602,spk_028,472,CREMA-D
clip_01604,spk_025,1495,TESS
clip_01605,spk_028,472,CREMA-D
clip_01607,spk_018,1197,TESS
clip_01608,spk_015,388,CREMA-D
clip_01609,spk_094,457,CREMA-D
clip_01610,spk_028,472,CREMA-D
clip_01613,spk_015,388,CREMA-D
clip_01614,spk_080,38,RAVDESS
clip_01615,spk_088,186,CREMA-D
clip_01616,spk_025,1495,TESS
clip_01617,spk_026,1537,TESS
clip_01618,spk_015,388,CREMA-D
clip_01619,spk_026,1537,TESS
clip_01620,spk_001,218,CREMA-D
clip_01621,spk_026,1537,TESS
clip_01622,spk_035,8,RAVDESS
clip_01623,spk_018,1197,TESS
clip_01624,spk_038,198,CREMA-D
clip_01625,spk_018,1197,TESS
clip_01626,spk_018,1197,TESS
clip_01627,spk_001,218,CREMA-D
clip_01628,spk_018,1197,TESS
clip_01629,spk_010,176,CREMA-D
clip_01630,spk_028,472,CREMA-D
clip_01631,spk_025,1495,TESS
clip_01632,spk_026,1537,TESS
clip_01633,spk_026,1537,TESS
clip_01635,spk_060,214,CREMA-D
clip_01636,spk_026,1537,TESS
clip_01637,spk_060,214,CREMA-D
clip_01638,spk_041,37,RAVDESS
clip_01639,spk_028,472,CREMA-D
clip_01640,spk_009,53,RAVDESS
clip_01641,spk_025,1495,TESS
clip_01642,spk_025,1495,TESS
clip_01643,spk_018,1197,TESS
clip_01644,spk_018,1197,TESS
clip_01645,spk_012,106,CREMA-D
clip_01646,spk_001,218,CREMA-D
clip_01647,spk_018,1197,TESS
clip_01648,spk_018,1197,TESS
clip_01649,spk_026,1537,TESS
clip_01652,spk_020,71,CREMA-D
clip_01653,spk_025,1495,TESS
clip_01655,spk_026,1537,TESS
clip_01656,spk_002,173,CREMA-D
clip_01657,spk_001,218,CREMA-D
clip_01659,spk_025,1495,TESS
clip_01660,spk_026,1537,TESS
clip_01661,spk_055,125,CREMA-D
clip_01663,spk_028,472,CREMA-D
clip_01664,spk_026,1537,TESS
clip_01665,spk_025,1495,TESS
clip_01666,spk_014,23,RAVDESS
clip_01667,spk_029,272,CREMA-D
clip_01668,spk_088,186,CREMA-D
clip_01669,spk_011,96,CREMA-D
clip_01670,spk_001,218,CREMA-D
clip_01671,spk_018,1197,TESS
clip_01672,spk_094,457,CREMA-D
clip_01673,spk_060,214,CREMA-D
clip_01676,spk_026,1537,TESS
clip_01677,spk_001,218,CREMA-D
clip_01679,spk_043,256,CREMA-D
clip_01680,spk_025,1495,TESS
clip_01681,spk_026,1537,TESS
clip_01682,spk_043,256,CREMA-D
clip_01683,spk_025,1495,TESS
clip_01684,spk_028,472,CREMA-D
clip_01685,spk_094,457,CREMA-D
clip_01686,spk_026,1537,TESS
clip_01688,spk_025,1495,TESS
clip_01689,spk_018,1197,TESS
clip_01690,spk_015,388,CREMA-D
clip_01691,spk_029,272,CREMA-D
clip_01692,spk_075,20,RAVDESS
clip_01694,spk_025,1495,TESS
clip_01695,spk_025,1495,TESS
clip_01696,spk_018,1197,TESS
