id,text,dialect
306,طلع عمي من بابا مركز الشرطه و ركض ابي لعندو وهو عم يعيطلو ابو انا هون ضمو بعض و شدو على بعض كتيرر,0
307,و احنا من هبلنا دايما بدنا النوع الثاني من الناس,3
308,حاله الرعب يلي صابت نساء هاد الاسبوع مش طبيعيه الكل صار يخاف عحاله وعلى اولاده الله يفرجها عشعبنا,2
309,طب هاي لا جريمه قتل ولا تسمم بمايونيز هاي سرقه ومبين السارق ولابسين خمار للتمويه والبحث الجنائي بعرف طب شو يعني,3
310,اختارى الاساس اغمق من درجه بشرتك بدرجه والبودره متل درجه بشرتك,2
311,ضلك ادعى وقولى يا رب ابعدو عنى بعد المشرق عن المغرب والخيره فيما اختاره الله,2
312,لا والمشكله اذا حكتلو اه والله زعلان بتفاجئ منك انك زعلان ليش تزعل يا زلمه,3
313,الحل تيجي كنه جديده عالبيت,2
314,صح لسانك اختي بس هنا بدهن يدافعن عن اكم واحد من دار او الزهار انتحر ياعمي مرفهين,2
315,هه في ناس عامله شير يبدو مش فاهمين المضمون,2
316,يا اخوان انا جايه مش اواسيكو و اضحك عليكو لا,3
317,انو مات فيك الامل بالبقاء ب هالبلد الى اي مكان تحترم فيه كإنسان,1
318,اكيد ما اختلفنا انو لازم ينزل لانو حمل بكون فيه خلل طبعا,2
319,في ناس بس موجوده للانتقاد رغم تلاقي الغلط راكبهم ركب انا شخصيا مابعجبني شي مابعلق عليه بس مابنتقد,2
320,موت كل واحد انبصط بضربه اليوم,1
321,المشكله ازا استسلمت و رحت بدي اوقف كمان ساعه ونا تقريبا صابني هشاشه عظام من الوقفه,3
322,اليوم كلام تاني غير يلي سمعتو,1
323,ايه انا طلعت من البيت اليوم قضيت مشوار ورجعت وين المشكله,0
324,بس انتي لازم تحكيلها انك راح تحكي لامها وانتي عارفه انو هيا لانو حرام بتكبر وبتكبر الشغله معها لانه من شب على شئ شاب عليه اليوم انتي سكتي عشان العلاقه ممكن تسود وجه امها مع حدا غريب,2
325,اول مره اعرف انو طلاق حلو صيام انا بعرف كفاره ب شيكل,2
326,مش حخلي يسرح بكرا,2
327,عادي انا شربته لبنتي قبل السنتين,2
328,يابي مافي شي بس بدو ياخد راتبي وهو صرلو اشهر ماعم يشتغل,0
329,مش شرط انو قصدها عني,3
330,استاذ سؤال الضع دائره نكتب كل الخيارات ولا بس الخيار الصح,3
331,اخر مره فاتت علي عالغرفه الشر بقدح بعيونها كنت موصي ع وجبتين شاورما دبل نازل فيهم معط ونا قاعده ع تختي المكسور و طابق عالبلاط,3
332,ياعيني ع المعدل الحلو الف صحه وعافيه حبيبتي اشتقتلك كتير واشتقت للقعدات تبعت زمان والله,2
333,كل شي بينسمع مسكن ما بيشفي,1
334,قال و منزله الصوره معو وماسكه ب ايدو وشاديتو لعندها,3
335,الأمانه نحتاج الى شبكه تصريف صحي بملايين الدنانير,3
336,كلمه صدق من حكيك,1
337,باي منطقه ساكنه بالله,2
338,ناقص تحط فاكهه وتسالي بالمره الله يصبرها يارب,2
339,بنامش بنامش بقدرش بقدرش بقدرش,3
340,اقل شي بتصير تفهم عاللبناني شو بيحكي بالعربي مش متل غيرو,1
341,صارت مع زوح صديقتي وطلع المشكله محتاج عمليه لوز ولما عملها كل المشكله زالت,2
342,علقانيين ببلد كل واحد فيه عنده غطاء سياسي بينزل عالطريق وبسكرها وبعطل الناس عن شغلها ومدارسها نحن علقانين بشريعه الغاب,1
343,والله هالفتره لاء لاني على ذمه رجال اها سوري ذمه واحد من اطلق بفكر صح متل مابتعرف ابن عمي عندو خبر انو علاقتنا رح تفضل وناطرني وابن رفيقه امي قال لالها اللي مابيعرف قيمه شهب غيروا بيعرف وغيروا وغيروا من الناس اللي ناطرين اشاره مني اشاره,0
344,الاطفال احباب الله عنجد الله يحمي كل اولاد الناس كلن يعني كلن ما في احلى من براءه الاطفال,1
345,بعين الله ام عبود,2
346,احسن ما يسرقوا الحلم,1
347,طبعا بلحظتها رن التلفون التاني تبع اخوي فلتمست,3
348,يسعدلي ياها اللي خلفتك انا مش بدي ادق عالخشب انا بدي اكسر طقم طربيزات مشان ما اكون حسدتك,3
349,لسا ما شفتو ل,1
350,اسمعي بما انه كانت تحكي منيح وتحكي كل شي بكون في سبب او تعرضت لبنتك موقف مخيف او تقليد للاطفال لفت الانتباه بتعمل هيك الاشي عامل نفسي واياكي تقوليلها لا خليها تحكي وتستمر بالكلام وما تحاولي تعدلي عليها حسب دراستي بالارشاد,2
351,بغير المواطنه لحقوا الكذاب ع باب الدار كلنا,1
352,وماتخافي كل شئ نصيب وربنا يكتبلك اللي فيه الخير الك,2
353,هه الله يعطيكي العافيه والله تعبتي فيها بس عارفه انا بفضل انو تنخزق المحاشي بتعبرها المي منيح وبتستوي اكتر,2
354,ماحد وسخ ونذل غيرك بعد عني هيك,0
355,اكيد مش قناه ال نحنا الشعب المعتر الدراويش هيك منحكي,1
356,كان جايبهن عالبيت وطالع اتصلت بام وانا عم ابكي واجت لعندي بعد ثواني وهي عم تركض وتلهث,0
357,بس لانك حلوه يمكن,0
358,بجد ضحكتيني روحي ياشيخه الله يسعد قلبك زي ماخلتيني اضحك كل هالضحك,2
359,مسك ايدها و مشي معها ليقعدو على عرشهن لأن بهاد اليوم المميز كل شي بيشهد انو هي وياه ملك و ملكه,0
360,بعد الفاصل جابولها بس مش شغال,3
361,فتت على الحمام وقعدت بالزاويه وانا عم اضرب حالي وابكي يا ربيي شو اعمل شو اعممل شو اعممل كنت محتاجه اصرخ,0
362,ان كان هم قللين زوق متلاحقيهم عملي او بتقدري اشتريه وقدميه عن روح الوالده والك الاجر والثواب ومتكبريها بعرف لا وقتو ولا معادو لاكن مشي خليه معاملتك كلها عن روح الوالده الله يرحمها ويغفر لها ويصبرك يارب,2
363,الحكمه لا تصورن الأكل يخي مش ظروري مش ظاروري,3
364,طبعا ازا هادا السبب عندك,2
365,ننسى الدين الوقعتونا في,1
366,لسا بدها تفتح تمها تحكي الجمله الاستقباليه,3
367,بس ضل يروح على مدرستو وكمل لفات عالجامعه ودرس شريعه وبعرف حق رب العالمين,0
368,قال ابنك معاق ذهنيا وعندو خلل براسو,0
369,ما عن اي شهيد استشهد بقصره,1
370,كل يوم بيعدى بدون عنايه بيخلى المشكله تصير مزمنه شوفى مستشفى او دكتور استشارى اطفال اذا ما بدك تباتى بيها,2
371,انا لهلا مو فاهمه ليش هيك بتعملو باختي منعرضها ع طبيب نفسي وخلص,0
372,رحت بسرعه فتت عالحمامات و تطلعت بالمراي و حكيت معقول انا هاي انا كيف وصلت لهاي المرحله انا ليش هيك صار معي ما شفت الا دموعي متل حنفيه البلديه,3
373,تما نخسر شباب غير,1
374,واول ما طلعت كانت امي فاتحه الباب و فايت على البيت,0
375,وتشوفو بعض انتي وياه وتدردشو سوا,0
376,و لا كلمه مابعرف ليش مخي كان,0
377,فاتح حساب وهمي كرمال تر د عالعونيين روح حكي معنا من حسابك الحقيقي,1
378,علقانين ببلد مش يقادر يحكام زعيم فاسد وسارق البلد متل,1
379,ياحبيبتي من الرابع طعمي اشياء خفيفه جدا,2
380,ليش ما قلي لك شو عم يصير,0
381,لا اختي والله ماقلت شي,0
382,عشان التخلف الي مغطي عقول الناس,2
383,بس الصرمايه لعملتلكن رئيس بتقدر تشيله و تجيب غيره,1
384,اكبر المجاهدين في انتصر في معركه عرب ايدل الخالده بعد قتال قوي انتصر واصبح رقم واحد في عرب ايدل,2
385,انا سمعت انه الاغاني مش حرام والله اعلم حسب شو هي الاغاني انا الحمد لله بطلت اسمع من زمان بختنق ازا سمعتها وبحس بتأنيب ضمير المهم قالو انه في شيوخ كبار ما بدي ازكر اسمائهم انهم كانو يسمعوا لام كلثوم صنفوا الموسيقا بشي يسعد النفس زي صوت العصافير,2
